Best Model,Best Model Forward Features,Best Model Backward Features,Best Model Score
SVM,"(Index(['P36578', 'Q8WUQ7', 'P30260', 'Q9BR61', 'Q15042', 'Q12955', 'Q12929',
       'P55263', 'Q01995', 'O95425', 'Q9NW13', 'O15020', 'P78318', 'P22102',
       'Q9C0H9', 'P30566', 'O75533', 'Q9BW92', 'P20618', 'Q8TEX9'],
      dtype='object'),)","Index(['P37108', 'Q8WWH5', 'P30260', 'Q8TAE8', 'Q14498', 'Q16643', 'Q96FQ6',
       'P27482', 'P46821', 'O95425', 'Q9NW13', 'O60524', 'Q9UI15', 'Q9UID3',
       'P22102', 'Q92499', 'Q9BW92', 'O75369', 'Q5T653', 'Q8WZA9'],
      dtype='object')",0.454293277
XGBoost,"(Index(['P59768', 'Q8N0Z6', 'O14981', 'Q7KZF4', 'P09327', 'Q53H12', 'P02766',
       'Q12888', 'Q9NU22', 'Q92817', 'P35606', 'A4D1S0', 'P46379', 'Q92499',
       'Q8IYS2', 'Q14761', 'O43795', 'Q5JWF2', 'P61764', 'Q9Y240'],
      dtype='object'),)","Index(['P05154', 'Q8WWH5', 'Q9NX63', 'P20810', 'Q9UNS1', 'Q03252', 'Q7KZF4',
       'P02766', 'O95785', 'Q86VP6', 'Q12888', 'P30038', 'Q9NU22', 'Q9H6R3',
       'P49257', 'Q92925', 'P10586', 'O43795', 'P78371', 'Q8NB49'],
      dtype='object')",0.484589146
XGBoost,"(Index(['Q96L91', 'P59768', 'O95801', 'Q5SQI0', 'P13995', 'Q9BUH6', 'Q8NCN4',
       'Q15293', 'Q7Z460', 'O43272', 'Q9NR33', 'O76021', 'Q8N5M9', 'Q14974',
       'Q8NB49', 'Q02318', 'Q02790', 'Q32P44', 'Q68EM7', 'Q92922'],
      dtype='object'),)","Index(['Q8WUQ7', 'O15042', 'Q8WVQ1', 'P31948', 'Q14498', 'O95801', 'Q7Z7L1',
       'Q8NCN4', 'Q9UNF0', 'P51452', 'Q9Y277', 'Q12888', 'Q15293', 'Q6PK04',
       'Q08357', 'O43272', 'O75717', 'Q14978', 'O75369', 'Q92804'],
      dtype='object')",0.576646984
SVM,"(Index(['Q9H3U1', 'Q15063', 'Q13423', 'P02766', 'Q8NBX0', 'Q8NCM8', 'Q08357',
       'O75569', 'Q9H9Z2', 'Q8WUY3', 'P78318', 'Q9GZU2', 'Q9UI15', 'P10636',
       'O75175', 'P09758', 'Q99543', 'Q9HC84', 'P39059', 'Q5JSZ5'],
      dtype='object'),)","Index(['Q9H3U1', 'Q8TAE8', 'Q9NX63', 'Q9BUH6', 'Q53H12', 'P02766', 'Q8NCM8',
       'Q92817', 'Q1KMD3', 'P78318', 'Q9P032', 'Q4KMQ1', 'Q8WUM0', 'O75175',
       'P52758', 'Q8TE68', 'Q99543', 'Q92499', 'P39059', 'P98160'],
      dtype='object')",0.510475175
SVM,"(Index(['Q9BQE4', 'P59768', 'Q9UNF1', 'P30260', 'P02786', 'Q9GZT9', 'P13995',
       'Q99575', 'P30038', 'Q1KMD3', 'Q9BUK6', 'O15020', 'P52758', 'Q9UHI6',
       'Q9C0H9', 'Q9BW92', 'P27694', 'Q02318', 'Q9NQG6', 'Q14195'],
      dtype='object'),)","Index(['Q9BQE4', 'P59768', 'Q9UNF1', 'P02786', 'Q7KZF4', 'P13995', 'Q15293',
       'P30038', 'Q14554', 'Q1KMD3', 'Q14676', 'Q9UHI6', 'Q9C0H9', 'Q15833',
       'P78371', 'Q92804', 'Q15075', 'Q9NQG6', 'Q32P44', 'Q14195'],
      dtype='object')",0.575747816
SVM,"(Index(['Q8WUQ7', 'Q9P258', 'O15357', 'Q15149', 'Q16643', 'Q9BUH6', 'Q99575',
       'Q86TC9', 'O60701', 'P80723', 'Q9H9Z2', 'Q8WUB8', 'Q9GZU2', 'Q9UI15',
       'P10636', 'Q8TE68', 'Q92499', 'P28838', 'P61764', 'A6NKD9'],
      dtype='object'),)","Index(['Q9P258', 'P55036', 'A1X283', 'Q15149', 'O14497', 'Q7Z5L9', 'P55060',
       'Q9BUH6', 'Q6P1J9', 'O95785', 'Q9UBI1', 'P28838', 'O75533', 'Q9BZE9',
       'Q14974', 'P61764', 'Q2TAY7', 'Q7Z3J2', 'Q969Q5', 'Q68EM7'],
      dtype='object')",0.537207863
XGBoost,"(Index(['Q68DK7', 'O94826', 'Q8N4T8', 'Q12888', 'P50416', 'Q92667', 'Q96CT7',
       'Q8IYS2', 'Q14761', 'P13591', 'Q96PK6', 'P61970', 'O00339', 'Q32P44',
       'Q96SY0', 'Q9Y240', 'A7MBM2', 'Q86UK7', 'P34897', 'Q12788'],
      dtype='object'),)","Index(['P37108', 'Q9Y490', 'O94826', 'Q96L58', 'Q15149', 'P26641', 'Q99733',
       'P42858', 'Q7Z7L1', 'Q86TC9', 'Q12888', 'Q8NCM8', 'Q6PK04', 'P06454',
       'Q9NW82', 'Q4KMQ1', 'Q969H8', 'P50416', 'Q92667', 'A6NCS6'],
      dtype='object')",0.42495124
SVM,"(Index(['Q96L58', 'Q96T51', 'O14497', 'Q9NVC6', 'Q9H7E9', 'Q9UBQ7', 'Q7Z3D6',
       'O43395', 'Q9H0R6', 'Q92817', 'Q13751', 'Q9NS91', 'Q9UI15', 'Q4KMQ1',
       'O75175', 'Q86UP2', 'Q0VDF9', 'P13591', 'Q96PK6', 'Q9Y2W6'],
      dtype='object'),)","Index(['Q8TCS8', 'Q9BR61', 'O15269', 'Q9NX63', 'Q9NVC6', 'P13796', 'Q14980',
       'Q9UBQ7', 'Q7Z3D6', 'P53814', 'Q9H0R6', 'Q14554', 'P20962', 'O94906',
       'Q5JVF3', 'P33176', 'Q9UI15', 'Q4KMQ1', 'Q9BW92', 'Q9UQ80'],
      dtype='object')",0.554044317
SVM,"(Index(['Q15063', 'Q96D96', 'P42858', 'O43837', 'Q9BUH6', 'Q01813', 'P51452',
       'O95785', 'O15382', 'Q8IVT2', 'P05164', 'Q01995', 'Q9UHB6', 'O43272',
       'Q9H6R3', 'P49257', 'Q9UQ35', 'A4D1S0', 'Q9NSD9', 'Q9Y230'],
      dtype='object'),)","Index(['Q15063', 'Q9NVC6', 'Q03252', 'O43837', 'P13796', 'Q01813', 'Q7Z3D6',
       'P53814', 'Q8IVT2', 'Q1ED39', 'O75569', 'P55263', 'Q92817', 'Q9UHB6',
       'O43272', 'Q9NVM6', 'O75717', 'P53985', 'Q8WUM0', 'P61764'],
      dtype='object')",0.373645719
SVM,"(Index(['O15357', 'P35221', 'P58107', 'P51452', 'Q12888', 'P78362', 'O15382',
       'Q08357', 'Q14554', 'Q01995', 'Q13356', 'O43272', 'Q9BY42', 'Q92667',
       'P30566', 'Q8IUD2', 'P10586', 'Q9Y2W6', 'O14744', 'Q01664'],
      dtype='object'),)","Index(['O15357', 'Q9Y490', 'Q8TAE8', 'O00468', 'Q9H7E9', 'Q8NCN4', 'Q7Z3D6',
       'P78362', 'O15382', 'P98196', 'Q13356', 'Q8WUB8', 'Q9NW13', 'Q86Y79',
       'Q92667', 'P46379', 'O75369', 'Q8WZA9', 'O14744', 'Q6YN16'],
      dtype='object')",0.514427174
SVM,"(Index(['Q68DK7', 'P05154', 'O94826', 'Q8IYS1', 'Q8N0Z6', 'O60716', 'P08559',
       'P14555', 'Q8N1S5', 'P35251', 'P20962', 'Q9GZU2', 'Q92667', 'A6NCS6',
       'Q9UHI6', 'O95613', 'O00339', 'A7MBM2', 'Q92879', 'Q14134'],
      dtype='object'),)","Index(['Q8TCS8', 'Q68DK7', 'Q8IYS1', 'Q15042', 'O95801', 'P08559', 'Q12955',
       'Q5SQI0', 'P13995', 'Q7Z7L1', 'Q7Z3D6', 'P98196', 'P33176', 'O60524',
       'Q9GZS1', 'P13591', 'O95613', 'O43432', 'Q9NRV9', 'Q14134'],
      dtype='object')",0.556133599
XGBoost,"(Index(['Q9H3U1', 'Q14498', 'P17858', 'Q9UNF0', 'P51452', 'Q9P260', 'Q9HCS7',
       'Q5JVF3', 'Q13123', 'A6NCS6', 'Q9BW92', 'P20618', 'P82970', 'O75369',
       'Q9BZE9', 'Q14974', 'P33316', 'Q8TEX9', 'O43795', 'Q9Y2W6'],
      dtype='object'),)","Index(['P05154', 'Q9BQE4', 'Q9NQP4', 'Q8N4T8', 'Q9BR61', 'O60716', 'Q14498',
       'Q9NVC6', 'P17858', 'Q9BUH6', 'Q9UBQ7', 'P51452', 'Q8NBX0', 'Q5JVF3',
       'Q9BUK6', 'P49257', 'A4D1S0', 'Q9UHI6', 'P20618', 'O75369'],
      dtype='object')",0.538950767
SVM,"(Index(['P37108', 'Q8WUQ7', 'Q7Z5L9', 'P08559', 'Q99733', 'Q7KZF4', 'P06753',
       'Q7Z3D6', 'P53814', 'Q7Z6I8', 'Q1KMD3', 'P78318', 'P35606', 'P10636',
       'Q13123', 'Q96CT7', 'P28838', 'P22234', 'P24941', 'Q9Y240'],
      dtype='object'),)","Index(['A6NIH7', 'Q9BTD8', 'Q8WWH5', 'P08559', 'P14555', 'Q9H7E9', 'O95785',
       'Q8NCM8', 'Q9NW82', 'Q7Z460', 'Q9NW13', 'Q8WUY3', 'P35606', 'Q7Z4V5',
       'P31040', 'Q13123', 'Q9Y315', 'P05386', 'P04114', 'Q8IVF2'],
      dtype='object')",0.514175862
SVM,"(Index(['Q8WWH5', 'O94826', 'P35221', 'Q8NFD5', 'Q15042', 'P13796', 'Q96ST3',
       'Q12888', 'Q08357', 'P16383', 'P05164', 'P35240', 'P46821', 'P11586',
       'Q9UID3', 'Q8TE68', 'Q9Y2W6', 'P34897', 'P09601', 'Q92974'],
      dtype='object'),)","Index(['Q96JP5', 'Q9Y4H2', 'Q68DK7', 'Q8WWH5', 'Q15149', 'Q8IYS1', 'O43837',
       'Q9BUH6', 'Q8TDX7', 'P13796', 'Q9Y277', 'P35240', 'P11586', 'P33176',
       'Q8TE68', 'P24941', 'P52815', 'Q9NRV9', 'Q14168', 'O00401'],
      dtype='object')",0.60408059
SVM,"(Index(['P55036', 'A1X283', 'Q9BQE4', 'Q8N4T8', 'Q96D96', 'P13995', 'Q9Y277',
       'P27482', 'P05164', 'O43272', 'Q8WUY3', 'Q9UHV9', 'P26006', 'P46379',
       'Q9HC84', 'P28838', 'P39059', 'Q01664', 'Q69YQ0', 'Q9Y240'],
      dtype='object'),)","Index(['A1X283', 'P05154', 'P30260', 'P02786', 'P07954', 'Q9Y490', 'Q99733',
       'Q9H7E9', 'Q8TDX7', 'Q9Y277', 'Q12888', 'Q01995', 'Q9UHV9', 'Q9BUK6',
       'P26006', 'Q9NSD9', 'P46926', 'P20618', 'Q14974', 'Q14195'],
      dtype='object')",0.558108441
SVM,"(Index(['Q9Y4H2', 'Q96D53', 'Q9BR61', 'Q14008', 'P06753', 'Q53G44', 'P51452',
       'P27482', 'P35232', 'Q08379', 'Q9H6R3', 'P27708', 'P09758', 'Q9H4A6',
       'P28838', 'P61764', 'Q9P2E9', 'P22234', 'Q14643', 'A7MBM2'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q8WUQ7', 'Q68DK7', 'Q9UNF1', 'P35221', 'P31350', 'Q12955',
       'P35251', 'P27482', 'O75569', 'P20962', 'O43272', 'Q9H6R3', 'Q4KMQ1',
       'Q8TE68', 'Q99459', 'Q8IUD2', 'O75369', 'Q02790', 'Q9H115'],
      dtype='object')",0.46098569
SVM,"(Index(['Q8TCS8', 'Q9UNF1', 'Q9NQP4', 'Q01780', 'P35221', 'O60716', 'P20810',
       'Q86TC9', 'O60524', 'Q14978', 'P10636', 'O60231', 'Q9HC84', 'O75533',
       'P82970', 'P10586', 'Q96PK6', 'O00339', 'Q14643', 'Q8IVF2'],
      dtype='object'),)","Index(['Q9NQP4', 'Q8IYS1', 'O60716', 'Q96D96', 'O14981', 'O00468', 'Q53G44',
       'Q9H0R6', 'P46821', 'Q14554', 'O15020', 'P31040', 'Q9UID3', 'Q0VDF9',
       'Q9HC84', 'P82970', 'Q96PK6', 'O14744', 'Q16555', 'Q8IVF2'],
      dtype='object')",0.463547394
SVM,"(Index(['Q9NQP4', 'P02786', 'Q96T51', 'Q9H477', 'Q16643', 'Q9BUH6', 'O95785',
       'Q96FQ6', 'Q9NW13', 'P78318', 'P33176', 'P35606', 'P22102', 'P56182',
       'Q8N1G4', 'Q96SB3', 'P35637', 'P11388', 'A7MBM2', 'Q53EL6'],
      dtype='object'),)","Index(['Q68DK7', 'P02786', 'Q8WVQ1', 'Q8TAE8', 'P31948', 'O60716', 'Q9UNS1',
       'P17858', 'Q96FQ6', 'Q8NCM8', 'P98196', 'P31327', 'P06454', 'O75717',
       'Q10471', 'P26006', 'Q9C0H9', 'Q8N1G4', 'P11388', 'Q16555'],
      dtype='object')",0.541628823
SVM,"(Index(['Q9NQP4', 'Q8NFD5', 'Q96D96', 'Q7Z5L9', 'Q9NVC6', 'P42858', 'Q08357',
       'Q9NU22', 'O94906', 'Q86XP3', 'P39059', 'P13591', 'Q8TEW0', 'P61970',
       'A7MBM2', 'Q96FS4', 'P78549', 'Q6PUV4', 'O14578', 'Q92932'],
      dtype='object'),)","Index(['Q68DK7', 'P58107', 'P53618', 'Q7Z5L9', 'P13995', 'Q9H7E9', 'P13796',
       'Q9UNF0', 'Q53G44', 'Q7Z6I8', 'Q7Z460', 'P62258', 'Q969H8', 'Q8N5M9',
       'Q15833', 'O43432', 'Q8IVF2', 'P78549', 'O14578', 'P41227'],
      dtype='object')",0.601636711
SVM,"(Index(['Q9BTD8', 'O15042', 'Q9H477', 'Q01831', 'Q7Z5L9', 'Q99733', 'Q8NCN4',
       'Q9UBQ7', 'Q96ST3', 'Q8NCM8', 'P27482', 'Q01995', 'Q52LJ0', 'Q9GZU2',
       'Q14676', 'P30566', 'Q9BW92', 'P27694', 'Q9H0N5', 'Q8TEX9'],
      dtype='object'),)","Index(['Q9BTD8', 'Q9BQE4', 'Q9GZT9', 'Q13423', 'Q01831', 'Q9H7E9', 'Q9UBQ7',
       'Q96ST3', 'Q9H0R6', 'O60701', 'O75569', 'Q9NW82', 'Q01995', 'Q1KMD3',
       'Q9NVM6', 'Q9NVZ3', 'P27708', 'Q96KM6', 'P27694', 'Q9Y230'],
      dtype='object')",0.584893102
SVM,"(Index(['O94826', 'Q96L58', 'Q96C19', 'Q9H3U1', 'Q8WVQ1', 'Q9H477', 'O43837',
       'O00468', 'Q9H7E9', 'P55060', 'Q8TDL5', 'P98196', 'Q9UHV9', 'Q9NS91',
       'Q14676', 'Q10471', 'P62258', 'Q9UQ35', 'Q9BQ69', 'P27694'],
      dtype='object'),)","Index(['Q9P258', 'Q96C19', 'Q9H477', 'O14981', 'Q9UNS1', 'Q7KZF4', 'O43837',
       'O00468', 'Q8NCN4', 'Q86VP6', 'Q9H0R6', 'P20962', 'P33176', 'Q9NS91',
       'P53985', 'Q10471', 'P05091', 'A6NCS6', 'Q99459', 'O75369'],
      dtype='object')",0.668177205
SVM,"(Index(['Q68DK7', 'Q96L91', 'P30260', 'P98172', 'Q99575', 'Q53H12', 'Q86TC9',
       'Q8NCM8', 'Q15293', 'O15382', 'Q7Z6I8', 'Q92817', 'Q5JVF3', 'Q9BUK6',
       'Q4KMQ1', 'P82970', 'Q9H0N5', 'P13591', 'Q92804', 'Q8NB49'],
      dtype='object'),)","Index(['Q6SPF0', 'Q8TAE8', 'P98172', 'Q9H477', 'P53618', 'Q7Z5L9', 'P13796',
       'Q9Y277', 'P35251', 'Q92817', 'Q01995', 'O76021', 'Q92667', 'P05091',
       'Q9BQ69', 'Q5T653', 'P10586', 'Q8TEX9', 'O60645', 'Q9HA77'],
      dtype='object')",0.464751689
SVM,"(Index(['Q9H3U1', 'P26641', 'P13796', 'Q9UBQ7', 'O95782', 'Q1KMD3', 'O95425',
       'Q08379', 'Q14978', 'Q6UWE0', 'Q5JTZ9', 'Q99543', 'Q9H4A6', 'P28838',
       'Q9BQ69', 'Q8N5M9', 'P04049', 'P61970', 'Q86V59', 'Q9Y5V0'],
      dtype='object'),)","Index(['P55036', 'Q6XQN6', 'Q01831', 'Q7Z7L1', 'Q6P1J9', 'P30038', 'Q1KMD3',
       'Q9UHB6', 'O95425', 'Q9UHV9', 'Q9NS91', 'Q9UBI1', 'Q8TE68', 'Q9H4A6',
       'Q5JSZ5', 'P04049', 'P42285', 'P15428', 'O14578', 'P11172'],
      dtype='object')",0.557195671
SVM,"(Index(['Q8WUQ7', 'P05154', 'Q96L58', 'Q9BUP0', 'Q15063', 'Q6XQN6', 'P09327',
       'Q5SQI0', 'Q7Z7L1', 'Q8TDX7', 'P02766', 'P30038', 'Q01995', 'Q8WUY3',
       'Q9BUK6', 'Q9UI15', 'Q9HC84', 'P82970', 'P13591', 'O00339'],
      dtype='object'),)","Index(['Q8WUQ7', 'P59768', 'P30260', 'Q96C19', 'Q15063', 'Q9P1Y5', 'Q12955',
       'Q5SQI0', 'Q7Z3D6', 'Q8WUY3', 'Q9BY42', 'Q9P032', 'Q9UI15', 'Q86XP3',
       'P26006', 'O95613', 'Q8NB49', 'Q8TEW0', 'Q969Q5', 'Q6YN16'],
      dtype='object')",0.54787842
SVM,"(Index(['P18206', 'Q9UBQ7', 'Q86TC9', 'Q9Y277', 'Q13573', 'Q01995', 'Q7Z460',
       'Q13356', 'O95425', 'Q9NVM6', 'O76021', 'Q9UID3', 'P26006', 'Q9Y2S6',
       'O43795', 'Q2TAY7', 'Q92804', 'P35637', 'Q02318', 'Q7Z3J2'],
      dtype='object'),)","Index(['P37108', 'P52701', 'Q96C19', 'Q15149', 'Q5VSL9', 'O14497', 'Q8TAE8',
       'P20810', 'Q16643', 'Q9UNS1', 'P14555', 'Q9H0R6', 'O43823', 'Q08357',
       'Q9UHB6', 'Q9UI15', 'Q9HC84', 'Q96PK6', 'Q92804', 'Q9P2E9'],
      dtype='object')",0.552813253
SVM,"(Index(['P05154', 'O15357', 'Q9H3U1', 'P58107', 'Q96D96', 'Q5SQI0', 'P15923',
       'P67809', 'O43272', 'Q9HCS7', 'O15020', 'O60524', 'Q9GZS1', 'P27708',
       'P49257', 'Q9NSD9', 'Q8TEX9', 'O60645', 'O00339', 'P62913'],
      dtype='object'),)","Index(['Q68DK7', 'O94826', 'P20810', 'Q7KZF4', 'P55060', 'P13796', 'O43395',
       'P35251', 'Q12929', 'O15020', 'Q9UI15', 'P27708', 'Q9NSD9', 'Q8TEX9',
       'Q96PK6', 'Q9Y2W6', 'Q02318', 'Q9NQG6', 'P42285', 'P62913'],
      dtype='object')",0.737651319
SVM,"(Index(['Q96L91', 'P05154', 'Q8N4T8', 'Q8NFD5', 'P58107', 'Q14498', 'P20810',
       'P18206', 'Q7Z7L1', 'P13796', 'Q6P1J9', 'Q7Z6I8', 'Q9NU22', 'P31483',
       'Q8TE68', 'P56182', 'Q9H4A6', 'Q9Y2S6', 'Q8N5M9', 'P13591'],
      dtype='object'),)","Index(['P05154', 'P59768', 'Q8N4T8', 'Q9H477', 'P20810', 'Q99569', 'Q03252',
       'Q9UNF0', 'O43395', 'Q8NCM8', 'O60701', 'Q9NU22', 'P20962', 'O95425',
       'Q9BUK6', 'P35606', 'Q8TE68', 'P35637', 'Q9UHB9', 'O00339'],
      dtype='object')",0.702133322
SVM,"(Index(['Q9P258', 'Q9UNF1', 'P30260', 'Q8N4T8', 'Q8WVQ1', 'Q15063', 'O60716',
       'P14555', 'O00468', 'Q9H7E9', 'P02766', 'O60701', 'P16383', 'Q1KMD3',
       'Q13751', 'Q9HCS7', 'O15020', 'Q14761', 'P39059', 'P82970'],
      dtype='object'),)","Index(['Q9P258', 'P55036', 'O15357', 'P30260', 'Q15063', 'P20810', 'P14555',
       'Q9NVC6', 'Q8TDX7', 'P02766', 'Q9H0R6', 'O60701', 'Q8WUY3', 'Q9NVM6',
       'Q10471', 'P30566', 'P39059', 'P05386', 'P33316', 'O43795'],
      dtype='object')",0.550880962
SVM,"(Index(['Q9Y4H2', 'Q6SPF0', 'O76031', 'Q96NB2', 'Q96D96', 'P42858', 'O95336',
       'Q53G44', 'Q8TDL5', 'Q96FQ6', 'Q12929', 'P49458', 'Q9UI15', 'Q13123',
       'Q8TE68', 'P56182', 'Q9HA77', 'Q68EM7', 'P15428', 'Q14134'],
      dtype='object'),)","Index(['P20810', 'Q99733', 'Q9BUH6', 'Q01813', 'P51452', 'Q8TDL5', 'P06454',
       'Q13356', 'O95425', 'O75717', 'Q7Z4V5', 'Q6UWE0', 'Q92667', 'Q86UP2',
       'Q15785', 'P05386', 'P13591', 'P61764', 'Q9HC35', 'Q9H115'],
      dtype='object')",0.612759189
SVM,"(Index(['Q6SPF0', 'Q9Y490', 'O15269', 'Q96D96', 'Q99733', 'O00468', 'P13995',
       'Q9UBQ7', 'Q8TDL5', 'P30038', 'Q1ED39', 'Q12929', 'Q01995', 'Q9H6R3',
       'Q9GZU2', 'Q9UI15', 'P05091', 'P78371', 'Q96PK6', 'Q69YQ0'],
      dtype='object'),)","Index(['Q9Y490', 'O14497', 'P08559', 'Q9NVC6', 'P18206', 'O00468', 'O60701',
       'P30038', 'Q7Z6I8', 'P16383', 'P55263', 'O95425', 'Q9HCS7', 'O00273',
       'Q9Y315', 'Q9BQ69', 'O75369', 'Q5JWF2', 'P61764', 'Q8TEW0'],
      dtype='object')",0.495585235
SVM,"(Index(['Q8WUQ7', 'P59768', 'P58107', 'Q96D96', 'Q16643', 'Q7KZF4', 'Q8NCM8',
       'Q9NU22', 'Q01995', 'Q9H9Z2', 'Q08379', 'O00273', 'A6NCS6', 'Q9NSD9',
       'P39059', 'O00339', 'Q14643', 'Q02790', 'Q9Y240', 'Q9H115'],
      dtype='object'),)","Index(['A6NIH7', 'A1X283', 'Q5VSL9', 'Q8N0Z6', 'Q16643', 'P09327', 'Q8TDX7',
       'Q7Z6I8', 'P05164', 'P46821', 'P33176', 'P49327', 'P27708', 'Q9UID3',
       'Q86XP3', 'P13591', 'P61764', 'P35637', 'Q9NQG6', 'P22234'],
      dtype='object')",0.554893336
XGBoost,"(Index(['Q96L91', 'Q01780', 'Q9H3U1', 'Q15149', 'Q8N0Z6', 'Q96D96', 'Q6XQN6',
       'Q01813', 'Q7Z3D6', 'Q8IVT2', 'Q7Z6I8', 'Q08357', 'Q4KMQ1', 'Q9UQ35',
       'Q08380', 'Q92499', 'Q9BZE9', 'Q9Y230', 'Q5JSZ5', 'P78371'],
      dtype='object'),)","Index(['P37108', 'Q8TCS8', 'Q15149', 'Q6XQN6', 'P13796', 'Q01813', 'Q7Z3D6',
       'Q8TDL5', 'Q96FQ6', 'Q15293', 'Q7Z6I8', 'P12270', 'Q14554', 'P06454',
       'Q9H9Z2', 'P29966', 'Q9NVZ3', 'P26006', 'Q92499', 'Q9Y230'],
      dtype='object')",0.560481443
SVM,"(Index(['Q68DK7', 'Q6P2E9', 'Q5VSL9', 'P58107', 'Q8IYS1', 'Q6XQN6', 'Q7KZF4',
       'Q12888', 'O15382', 'P35251', 'Q08379', 'P35606', 'Q9NSD9', 'Q9Y315',
       'Q9H0N5', 'Q8WZA9', 'Q15833', 'P78371', 'P61764', 'Q02318'],
      dtype='object'),)","Index(['Q68DK7', 'P55036', 'Q9Y490', 'P31948', 'P08559', 'Q12955', 'P51452',
       'Q6PK04', 'P35251', 'Q9UHB6', 'Q8WUB8', 'Q9BUK6', 'P35606', 'Q9NSD9',
       'Q9Y2S6', 'P05386', 'Q15833', 'Q8NB49', 'Q02318', 'P04114'],
      dtype='object')",0.484054685
SVM,"(Index(['Q15063', 'P31948', 'P53618', 'P14555', 'Q7KZF4', 'Q12955', 'P18206',
       'P19404', 'P17858', 'Q8TDX7', 'Q8NCN4', 'Q14980', 'Q53G44', 'Q96ST3',
       'P62258', 'O75175', 'P22102', 'Q9HC84', 'O75533', 'Q96SB3'],
      dtype='object'),)","Index(['Q9P258', 'A1X283', 'P30260', 'Q99569', 'Q6XQN6', 'Q7KZF4', 'O43837',
       'Q14980', 'Q8NBX0', 'Q14554', 'Q9H9Z2', 'Q9NVM6', 'Q08379', 'P31483',
       'Q92667', 'Q13123', 'Q9Y315', 'Q86UP2', 'Q8TE68', 'Q5T653'],
      dtype='object')",0.560627875
SVM,"(Index(['Q9NQP4', 'Q15063', 'O95336', 'Q01813', 'Q53G44', 'O60701', 'Q8IVT2',
       'P27482', 'P05164', 'P35240', 'Q01995', 'Q9NS91', 'Q14676', 'Q13123',
       'A6NCS6', 'Q8TE68', 'Q8IYS2', 'Q9Y240', 'A7MBM2', 'P15428'],
      dtype='object'),)","Index(['Q9NQP4', 'Q9Y490', 'O14981', 'Q9UNS1', 'Q9UNF0', 'Q9Y277', 'P53814',
       'Q86VP6', 'Q9H0R6', 'O75569', 'Q9NVM6', 'Q9UHV9', 'P35606', 'O00273',
       'P20618', 'Q96PK6', 'Q92804', 'Q9UHB9', 'Q32P44', 'Q16555'],
      dtype='object')",0.462737227
XGBoost,"(Index(['Q9Y490', 'O94826', 'Q8NFD5', 'P31948', 'Q9NX63', 'Q7Z5L9', 'O60701',
       'P55263', 'Q14554', 'P29966', 'Q9NVM6', 'Q9H6R3', 'Q14676', 'Q08380',
       'Q9BW92', 'P82970', 'O75369', 'Q14974', 'Q2TAY7', 'Q96PK6'],
      dtype='object'),)","Index(['Q8TCS8', 'Q96L91', 'Q9Y490', 'O94826', 'Q8NFD5', 'Q8IYS1', 'Q13423',
       'Q7Z5L9', 'P09327', 'O95336', 'Q8TDX7', 'Q8NCN4', 'O60701', 'Q14554',
       'Q9Y2A7', 'Q9NVM6', 'Q9GZS1', 'Q6UWE0', 'Q08380', 'O75369'],
      dtype='object')",0.587418621
SVM,"(Index(['Q9H3U1', 'Q8NFD5', 'Q15063', 'Q13423', 'O60716', 'Q6XQN6', 'P42858',
       'O95336', 'Q6P1J9', 'O43823', 'Q9H9Z2', 'O60524', 'P10636', 'Q9NSD9',
       'P52758', 'P39059', 'P10586', 'Q9UQ80', 'Q06323', 'Q8IVF2'],
      dtype='object'),)","Index(['O94826', 'Q9H3U1', 'Q5VSL9', 'Q6XQN6', 'O95336', 'Q9UBQ7', 'P43304',
       'P98196', 'P35240', 'Q5JVF3', 'O75717', 'Q7Z4V5', 'Q9Y315', 'Q96KM6',
       'Q9BZE9', 'P22234', 'Q96SY0', 'Q9H115', 'Q68EM7', 'Q53EL6'],
      dtype='object')",0.704106439
SVM,"(Index(['Q96D96', 'Q12955', 'Q53G44', 'O95785', 'Q12888', 'Q8IVT2', 'P31327',
       'P05164', 'Q8WUY3', 'Q9GZS1', 'P27708', 'P50416', 'Q9UBI1', 'P09758',
       'Q9H4A6', 'Q9C0H9', 'Q9Y2S6', 'O75533', 'Q96PK6', 'Q15075'],
      dtype='object'),)","Index(['Q9GZT9', 'Q96T51', 'Q16643', 'Q9H7E9', 'Q53G44', 'Q9Y277', 'Q12888',
       'O60701', 'O15382', 'P46821', 'Q9NW13', 'Q4KMQ1', 'Q9UQ35', 'Q9UBI1',
       'Q9Y315', 'Q9H4A6', 'Q9Y2S6', 'Q5JSZ5', 'O95613', 'P11388'],
      dtype='object')",0.45693347
SVM,"(Index(['P36578', 'Q96D53', 'Q9GZT9', 'O14981', 'Q6XQN6', 'Q7KZF4', 'P18206',
       'P42858', 'O43837', 'Q8NBX0', 'O15382', 'Q13751', 'O95425', 'Q86Y79',
       'P22102', 'P30566', 'Q9BW92', 'Q9BZE9', 'Q5T653', 'O95613'],
      dtype='object'),)","Index(['P37108', 'Q9BTD8', 'P02786', 'O14497', 'Q96NB2', 'Q15042', 'Q6XQN6',
       'Q9NVC6', 'Q03252', 'Q7KZF4', 'Q14980', 'P35251', 'Q9Y2A7', 'O75717',
       'Q08379', 'P62258', 'Q99543', 'O75533', 'Q9BW92', 'P13591'],
      dtype='object')",0.62556821
