Best Model,Best Model Forward Features,Best Model Backward Features,Best Model Score
SVM,"(Index(['Q8WUQ7', 'P05154', 'Q15063', 'Q5SQI0', 'P13796', 'Q15293', 'P27482',
       'P31327', 'P80723', 'Q9Y2A7', 'Q01995', 'Q8WUY3', 'Q5JVF3', 'Q9GZU2',
       'A4D1S0', 'Q8TE68', 'Q14761', 'Q9Y2S6', 'A7MBM2', 'O95319'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q9P1Y5', 'Q9NVC6', 'P13796', 'O95785', 'Q12888', 'O60701',
       'P98196', 'P80723', 'Q9Y2A7', 'Q9NVM6', 'Q4KMQ1', 'Q6UWE0', 'Q9Y4K1',
       'Q96SB3', 'Q8NB49', 'Q9P2E9', 'Q01664', 'O95319', 'P08727'],
      dtype='object')",0.55004739
SVM,"(Index(['P36578', 'P35221', 'Q9GZT9', 'O15269', 'Q96D96', 'P53618', 'P19404',
       'Q13573', 'Q7Z6I8', 'P55263', 'Q52LJ0', 'Q86Y79', 'Q9BY42', 'Q9P032',
       'P19623', 'Q8IUD2', 'Q9Y230', 'Q8N556', 'Q14643', 'Q9H115'],
      dtype='object'),)","Index(['P36578', 'O15042', 'Q9H3U1', 'Q15149', 'Q9NX63', 'P20810', 'P31350',
       'Q9P1Y5', 'P16383', 'Q92817', 'Q1KMD3', 'Q86UP2', 'Q8TE68', 'P20618',
       'O75369', 'P04049', 'Q8N556', 'Q14643', 'Q96SY0', 'Q92922'],
      dtype='object')",0.593953939
XGBoost,"(Index(['Q9Y4H2', 'Q9BUP0', 'Q96T51', 'Q8NFD5', 'Q6XQN6', 'P55060', 'Q8TDX7',
       'P13796', 'Q96ST3', 'P12270', 'O43272', 'Q9H6R3', 'Q9NS91', 'Q9UID3',
       'Q8WUM0', 'P52758', 'Q8IUD2', 'Q8N5M9', 'P05386', 'P33316'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q96D53', 'Q96L58', 'P35221', 'Q9BUP0', 'Q96T51', 'O60716',
       'Q14498', 'P26641', 'P13995', 'Q8TDX7', 'P13796', 'Q96ST3', 'P78362',
       'O95782', 'Q1ED39', 'O43272', 'Q8WUM0', 'P52758', 'Q8IUD2'],
      dtype='object')",0.558969674
SVM,"(Index(['O15042', 'O94826', 'Q96T51', 'Q5VSL9', 'O60716', 'Q9H477', 'Q8N1S5',
       'Q7KZF4', 'P18206', 'Q1KMD3', 'O43272', 'Q9C0C2', 'P31483', 'P19623',
       'O75175', 'Q9UHI6', 'Q0VDF9', 'Q9C0H9', 'Q9Y2S6', 'Q8WZA9'],
      dtype='object'),)","Index(['Q68DK7', 'P30260', 'Q14498', 'Q9P1Y5', 'O43837', 'Q9BUH6', 'Q53H12',
       'Q14980', 'Q8IVT2', 'Q14554', 'Q13356', 'Q52LJ0', 'O15020', 'O75717',
       'Q9UI15', 'Q9UBI1', 'P22102', 'Q9H4A6', 'Q8WZA9', 'Q15833'],
      dtype='object')",0.43274975
SVM,"(Index(['Q8WUQ7', 'Q8TCS8', 'O94826', 'Q96L58', 'Q8WVQ1', 'Q96T51', 'Q8NFD5',
       'O60716', 'Q9H477', 'P08559', 'Q8TDX7', 'Q8NCM8', 'O60701', 'Q7Z6I8',
       'Q01995', 'Q9UHB6', 'Q9UI15', 'Q7Z4V5', 'Q92667', 'O75369'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q9P258', 'Q8TCS8', 'P52701', 'Q9BQE4', 'P07954', 'O14497',
       'P58107', 'P31948', 'Q6XQN6', 'P09327', 'Q14980', 'P80723', 'P55263',
       'Q01995', 'P20962', 'P29966', 'O94906', 'O00273', 'O75369'],
      dtype='object')",0.493815871
SVM,"(Index(['O76031', 'Q9BQE4', 'Q9H477', 'Q9NVA2', 'P14555', 'Q8N1S5', 'Q01813',
       'P43304', 'P98196', 'Q9NU22', 'P06454', 'Q13751', 'Q9UHB6', 'P49458',
       'Q14676', 'Q14978', 'P26006', 'Q9Y230', 'Q8TEX9', 'P13591'],
      dtype='object'),)","Index(['O76031', 'Q8WUQ7', 'Q9BQE4', 'Q9UNF1', 'Q13423', 'Q86VP6', 'Q15293',
       'Q9NU22', 'P80723', 'Q9P260', 'Q9NVM6', 'Q9C0C2', 'Q9UID3', 'P26006',
       'O75175', 'Q0VDF9', 'P27694', 'P10586', 'Q8TEX9', 'Q8WZA9'],
      dtype='object')",0.483182349
SVM,"(Index(['Q96D96', 'O95801', 'Q6XQN6', 'P09327', 'Q8TDL5', 'P16383', 'Q9H9Z2',
       'O43272', 'Q9GZU2', 'Q9NVZ3', 'A6NCS6', 'O75175', 'P39059', 'P82970',
       'P62913', 'Q9H115', 'P09417', 'Q86UK7', 'P14317', 'P49788'],
      dtype='object'),)","Index(['Q16643', 'Q9UNS1', 'Q99733', 'O95336', 'Q9UNF0', 'O60701', 'P16383',
       'Q9P260', 'Q9GZU2', 'A6NCS6', 'Q9Y315', 'Q5T653', 'P33316', 'P13591',
       'P61764', 'Q9HC35', 'Q14195', 'Q68EM7', 'P78549', 'P14317'],
      dtype='object')",0.501948528
XGBoost,"(Index(['Q9P258', 'P05154', 'O15042', 'Q96D96', 'P53618', 'O14981', 'P17858',
       'Q01813', 'Q9UNF0', 'P06454', 'P33176', 'P53985', 'Q9UBI1', 'Q9Y315',
       'Q0VDF9', 'P13591', 'Q9H0D6', 'P78549', 'P09601', 'Q6PUV4'],
      dtype='object'),)","Index(['Q8IYS1', 'P53618', 'P42858', 'P15923', 'Q6PK04', 'P46821', 'P06454',
       'P35232', 'P33176', 'P53985', 'Q6UWE0', 'Q9NSD9', 'Q0VDF9', 'Q9C0H9',
       'Q5T653', 'Q8TEX9', 'O43432', 'A7MBM2', 'Q9H0D6', 'Q6PUV4'],
      dtype='object')",0.549625365
SVM,"(Index(['Q8WUQ7', 'Q96D96', 'P43304', 'P78362', 'Q7Z6I8', 'Q08357', 'P05164',
       'Q9GZU2', 'Q9NS91', 'Q4KMQ1', 'A6NCS6', 'Q9Y315', 'Q9Y2W6', 'O00339',
       'Q9Y240', 'A7MBM2', 'P78549', 'P14317', 'P49788', 'O95490'],
      dtype='object'),)","Index(['Q96NB2', 'O15269', 'Q9UNS1', 'Q99733', 'P13995', 'Q8NCN4', 'P06753',
       'P51452', 'Q7Z3D6', 'Q14554', 'Q13356', 'Q9UI15', 'P13591', 'Q14195',
       'Q9Y240', 'Q53EL6', 'Q6PUV4', 'Q8IUC4', 'O95490', 'Q7Z6Z7'],
      dtype='object')",0.584164395
XGBoost,"(Index(['P30260', 'Q15149', 'Q14008', 'Q16643', 'Q8N1S5', 'Q7KZF4', 'P67809',
       'O43823', 'P80723', 'Q9UI15', 'Q4KMQ1', 'Q9UQ35', 'Q08380', 'A6NCS6',
       'P46379', 'Q9UHI6', 'Q92499', 'P98160', 'P61764', 'Q02318'],
      dtype='object'),)","Index(['A6NIH7', 'Q8WWH5', 'Q14008', 'O14981', 'O95801', 'Q8N1S5', 'O00468',
       'P13995', 'P51452', 'Q86TC9', 'O60701', 'P67809', 'Q9BUK6', 'P53985',
       'Q9UQ35', 'Q92925', 'O75175', 'Q02318', 'Q06323', 'Q69YQ0'],
      dtype='object')",0.433508604
SVM,"(Index(['A1X283', 'O15042', 'Q9Y490', 'Q8NFD5', 'P08559', 'P14555', 'P42858',
       'Q9BUH6', 'Q53G44', 'Q86TC9', 'P15923', 'Q08211', 'Q13356', 'P78318',
       'P05091', 'A4D1S0', 'O75175', 'Q9Y4K1', 'Q9C0H9', 'Q92499'],
      dtype='object'),)","Index(['P30260', 'Q9Y490', 'Q15063', 'P20810', 'Q9UNS1', 'Q99733', 'P14555',
       'Q9BUH6', 'Q53G44', 'P02766', 'Q86TC9', 'O95785', 'P15923', 'Q13356',
       'P33176', 'P53985', 'Q9Y4K1', 'Q9C0H9', 'Q92499', 'Q9Y2S6'],
      dtype='object')",0.456694325
SVM,"(Index(['O94826', 'Q9BUP0', 'Q8IYS1', 'P20810', 'P31350', 'P14555', 'Q9H7E9',
       'P43304', 'P15923', 'Q8NCM8', 'P67809', 'P31327', 'Q08211', 'P11586',
       'P29966', 'Q8WUB8', 'Q9HCS7', 'Q9Y315', 'P20618', 'Q9UQ80'],
      dtype='object'),)","Index(['Q9Y4H2', 'O76031', 'P30260', 'O15042', 'Q5VSL9', 'Q96NB2', 'Q14498',
       'P13995', 'Q8NCM8', 'P11586', 'Q8WUY3', 'Q9HCS7', 'Q9NVZ3', 'P22102',
       'P20618', 'Q9UQ80', 'P61764', 'Q2TAY7', 'P35637', 'Q8NB49'],
      dtype='object')",0.525922161
SVM,"(Index(['A6NIH7', 'Q9P258', 'Q9P1Y5', 'Q9NVC6', 'Q12955', 'Q53G44', 'P02766',
       'O43395', 'Q6PK04', 'P31327', 'Q9H9Z2', 'O76021', 'Q4KMQ1', 'Q8WUM0',
       'P22102', 'Q9BW92', 'Q15785', 'Q9Y230', 'Q14643', 'P09417'],
      dtype='object'),)","Index(['P52701', 'Q9Y490', 'Q9BUH6', 'Q14980', 'Q12888', 'Q9H0R6', 'P30038',
       'Q7Z6I8', 'P31327', 'Q13356', 'P11586', 'P26006', 'Q9Y315', 'O60231',
       'Q99459', 'Q9BW92', 'O75369', 'Q2TAY7', 'A6NKD9', 'P52815'],
      dtype='object')",0.575698172
XGBoost,"(Index(['P30260', 'O95336', 'Q9UBQ7', 'P02766', 'O95782', 'P16383', 'P27482',
       'P80723', 'Q7Z460', 'Q9NW13', 'Q9P260', 'Q9UHV9', 'Q5JVF3', 'Q08379',
       'P49327', 'Q5JTZ9', 'A4D1S0', 'Q9HC84', 'P28838', 'Q96SB3'],
      dtype='object'),)","Index(['Q6SPF0', 'P05154', 'Q96D53', 'P59768', 'Q9UNF1', 'Q7Z5L9', 'Q9UBQ7',
       'P30038', 'P27482', 'P05164', 'O75569', 'Q9NW13', 'Q9UHV9', 'Q5JVF3',
       'P49327', 'Q14978', 'P27708', 'Q9UID3', 'A4D1S0', 'Q96SB3'],
      dtype='object')",0.52380374
SVM,"(Index(['Q9H3U1', 'Q8N1S5', 'P13995', 'P02766', 'Q9Y277', 'Q7Z3D6', 'Q13573',
       'Q9H0R6', 'Q86Y79', 'O75717', 'Q9H6R3', 'P10636', 'A4D1S0', 'Q8TE68',
       'Q9HC84', 'Q9C0H9', 'Q9BW92', 'Q14643', 'Q32P44', 'O95319'],
      dtype='object'),)","Index(['P59768', 'Q9BR61', 'O15269', 'P18206', 'P55060', 'Q01813', 'Q6P1J9',
       'P35240', 'Q13356', 'Q86Y79', 'Q4KMQ1', 'Q8WUM0', 'O60231', 'Q14974',
       'P98160', 'Q9UQ80', 'O00339', 'Q9HA77', 'Q14195', 'P54920'],
      dtype='object')",0.509765852
SVM,"(Index(['P20810', 'Q01831', 'Q8N1S5', 'Q9H7E9', 'Q12888', 'Q8TDL5', 'P05164',
       'Q01995', 'Q9H9Z2', 'P49327', 'Q9NS91', 'Q4KMQ1', 'P46379', 'Q9NSD9',
       'Q8TE68', 'Q01664', 'Q02790', 'Q9Y240', 'Q9H115', 'P15428'],
      dtype='object'),)","Index(['P52701', 'O15357', 'Q9Y490', 'Q14498', 'P20810', 'Q9UNS1', 'P51452',
       'O75717', 'P49327', 'Q9BY42', 'O00273', 'Q08380', 'Q9UBI1', 'Q9NSD9',
       'P52758', 'Q86UP2', 'Q15075', 'Q32P44', 'A7MBM2', 'P15428'],
      dtype='object')",0.64185902
SVM,"(Index(['Q9BTD8', 'Q96NB2', 'Q5SQI0', 'P18206', 'O00468', 'P02766', 'Q86VP6',
       'O95782', 'Q9H9Z2', 'Q13356', 'Q9C0C2', 'P26006', 'Q9HC84', 'Q9C0H9',
       'Q9Y2S6', 'O43795', 'A7MBM2', 'Q8NFW8', 'P78549', 'Q86V59'],
      dtype='object'),)","Index(['Q9BTD8', 'Q9NQP4', 'Q96L58', 'P31350', 'Q9UNF0', 'P55263', 'Q9H9Z2',
       'Q9BY42', 'Q9NVZ3', 'O00273', 'P31040', 'Q9UBI1', 'Q9UHI6', 'Q0VDF9',
       'Q8IUD2', 'P78549', 'Q92797', 'Q9Y5V0', 'Q6PGP7', 'O00139'],
      dtype='object')",0.384661799
SVM,"(Index(['P59768', 'Q9BR61', 'Q14008', 'Q96D96', 'Q9NVC6', 'Q7Z7L1', 'P67809',
       'P27482', 'Q9Y2A7', 'P35606', 'Q9NVZ3', 'P22102', 'Q9Y2S6', 'P27694',
       'P78371', 'P04049', 'Q96PK6', 'Q01664', 'Q7Z3J2', 'Q14643'],
      dtype='object'),)","Index(['P59768', 'Q9UNF1', 'P30260', 'Q9GZT9', 'Q96D96', 'P42858', 'P17858',
       'Q7Z7L1', 'O15382', 'P31327', 'Q14554', 'Q9NR33', 'P62258', 'P52758',
       'Q9Y315', 'Q15785', 'P20618', 'P04049', 'Q14643', 'Q32P44'],
      dtype='object')",0.591235591
SVM,"(Index(['Q9P258', 'Q9UNF1', 'Q96D96', 'P14555', 'Q14980', 'Q9UNF0', 'Q86TC9',
       'P98196', 'P31327', 'P05164', 'Q86Y79', 'Q9UID3', 'Q9UBI1', 'Q92925',
       'A6NCS6', 'P39059', 'O43795', 'P54920', 'Q68EM7', 'O95319'],
      dtype='object'),)","Index(['Q9Y4H2', 'Q96L91', 'Q9UNF1', 'P20810', 'Q7Z5L9', 'P09327', 'Q8NCN4',
       'Q14980', 'Q9UNF0', 'Q86VP6', 'Q9NW82', 'Q7Z460', 'Q86Y79', 'Q92925',
       'Q9C0H9', 'P20618', 'O43795', 'Q8N556', 'Q68EM7', 'P34897'],
      dtype='object')",0.474715299
SVM,"(Index(['Q6P2E9', 'Q5VSL9', 'Q9BR61', 'Q96D96', 'P14555', 'Q12955', 'P55060',
       'Q01813', 'Q99575', 'O95785', 'Q7Z6I8', 'Q9NU22', 'P46821', 'P11586',
       'Q9GZU2', 'Q9GZS1', 'Q9NSD9', 'P09758', 'Q99543', 'O75369'],
      dtype='object'),)","Index(['Q68DK7', 'P05154', 'Q9BQE4', 'Q5VSL9', 'O60716', 'Q12955', 'Q7Z7L1',
       'Q8NCN4', 'Q9UNF0', 'Q9Y277', 'O95785', 'O95782', 'O15382', 'Q8IVT2',
       'Q9NU22', 'Q9P032', 'Q9GZS1', 'P31483', 'P46926', 'P27694'],
      dtype='object')",0.613809794
SVM,"(Index(['P05154', 'Q8NFD5', 'Q01831', 'P08559', 'P42858', 'P13796', 'P02766',
       'O95785', 'Q8TDL5', 'O43272', 'P62258', 'Q9UID3', 'P10636', 'Q9HC84',
       'P39059', 'P33316', 'A6NKD9', 'A7MBM2', 'Q6PUV4', 'P14317'],
      dtype='object'),)","Index(['P26641', 'P18206', 'O15382', 'P16383', 'P49458', 'Q9H6R3', 'Q9NS91',
       'Q9BY42', 'P27708', 'O00273', 'P10636', 'Q9HC84', 'Q9Y2S6', 'P39059',
       'Q9Y240', 'A7MBM2', 'P15428', 'O15061', 'Q14134', 'Q86V59'],
      dtype='object')",0.533842123
SVM,"(Index(['Q9Y490', 'Q99733', 'P42858', 'Q7Z7L1', 'P55060', 'Q86TC9', 'P27482',
       'Q86Y79', 'O75717', 'Q14978', 'Q7Z4V5', 'P10636', 'O75175', 'Q9Y4K1',
       'Q9HC84', 'Q9C0H9', 'A7MBM2', 'O95319', 'Q92797', 'Q6PUV4'],
      dtype='object'),)","Index(['Q8WUQ7', 'Q15149', 'Q9BR61', 'Q96NB2', 'Q8TAE8', 'P18206', 'P55060',
       'Q86VP6', 'P49327', 'Q9NS91', 'Q9Y4K1', 'Q9HC84', 'Q9Y230', 'P22234',
       'Q96SY0', 'Q14195', 'O95319', 'P78549', 'P09601', 'Q14134'],
      dtype='object')",0.532612083
SVM,"(Index(['P05154', 'P59768', 'Q96L58', 'O14497', 'P18206', 'Q8NBX0', 'P78362',
       'Q08211', 'Q9NVM6', 'O60524', 'P05091', 'Q9NSD9', 'P52758', 'P09758',
       'P27694', 'P82970', 'P10586', 'P13591', 'Q8IVF2', 'Q9Y240'],
      dtype='object'),)","Index(['Q9UNF1', 'Q9NVA2', 'Q7Z7L1', 'O95336', 'Q12888', 'O75717', 'Q9GZS1',
       'P05091', 'P52758', 'Q0VDF9', 'Q9HC84', 'Q14761', 'Q9Y2S6', 'P10586',
       'P13591', 'Q02318', 'A7MBM2', 'Q96FS4', 'Q14134', 'Q14168'],
      dtype='object')",0.657772203
SVM,"(Index(['Q96D53', 'P59768', 'P30260', 'P98172', 'O14981', 'Q12888', 'Q15293',
       'P30038', 'Q8IVT2', 'Q01995', 'O95425', 'Q8WUY3', 'O15020', 'Q969H8',
       'P31040', 'Q8WUM0', 'P10636', 'P52758', 'Q8N556', 'Q69YQ0'],
      dtype='object'),)","Index(['Q96D53', 'P59768', 'O14497', 'Q8TAE8', 'P08559', 'O43837', 'P13995',
       'Q8TDX7', 'P30038', 'P16383', 'Q01995', 'Q9NVZ3', 'P31040', 'Q92925',
       'P52758', 'Q9Y2S6', 'Q8N5M9', 'Q9Y230', 'Q2TAY7', 'Q8N556'],
      dtype='object')",0.606275378
SVM,"(Index(['Q68DK7', 'P05154', 'P30260', 'O94826', 'Q15063', 'P31350', 'P14555',
       'Q5SQI0', 'Q8NCN4', 'Q86TC9', 'P78362', 'Q92817', 'Q9NW82', 'Q8WUY3',
       'P27708', 'Q9Y315', 'Q0VDF9', 'Q9Y2S6', 'Q9BQ69', 'P82970'],
      dtype='object'),)","Index(['Q96L91', 'Q9BQE4', 'Q96D53', 'O94826', 'O14497', 'Q8IYS1', 'Q5SQI0',
       'O43837', 'P53814', 'Q8IVT2', 'O43823', 'Q8WUY3', 'P50416', 'Q08380',
       'Q9UBI1', 'Q96CT7', 'P09758', 'P56182', 'Q9BQ69', 'P82970'],
      dtype='object')",0.416894428
SVM,"(Index(['Q9Y4H2', 'A6NIH7', 'Q9BTD8', 'Q8TCS8', 'O94826', 'Q96L58', 'Q8N0Z6',
       'P13796', 'Q86TC9', 'Q8TDL5', 'P16383', 'Q92817', 'Q08379', 'P26006',
       'A4D1S0', 'P27694', 'O43432', 'P62913', 'Q14168', 'P14317'],
      dtype='object'),)","Index(['Q9P258', 'Q8TCS8', 'A1X283', 'Q6P2E9', 'Q8N4T8', 'Q9GZT9', 'Q15149',
       'Q7Z5L9', 'Q15293', 'O95425', 'P26006', 'Q92499', 'P27694', 'Q9UHB9',
       'O43432', 'Q15075', 'Q9HC35', 'P78549', 'Q14168', 'P14317'],
      dtype='object')",0.441039782
SVM,"(Index(['O14497', 'P14555', 'Q9NVC6', 'Q8NCN4', 'Q86TC9', 'Q8NCM8', 'Q9Y2A7',
       'Q9H9Z2', 'P20962', 'Q8WUB8', 'Q8WUY3', 'O15020', 'Q08379', 'P10636',
       'P05091', 'A6NCS6', 'Q99543', 'Q8IYS2', 'Q9Y2S6', 'Q02318'],
      dtype='object'),)","Index(['Q14008', 'P20810', 'P53618', 'P14555', 'P17858', 'Q86TC9', 'Q8NCM8',
       'Q9Y2A7', 'Q9H9Z2', 'P20962', 'Q8WUY3', 'O15020', 'P10636', 'O75175',
       'Q99543', 'P22102', 'P04049', 'O14744', 'P62913', 'Q14195'],
      dtype='object')",0.566988591
SVM,"(Index(['P37108', 'A6NIH7', 'P05154', 'P35221', 'Q8NFD5', 'Q15063', 'Q15042',
       'Q96D96', 'Q9H7E9', 'Q01813', 'Q86TC9', 'O60701', 'P16383', 'Q8WUY3',
       'Q9NVM6', 'P62258', 'P09758', 'Q8TE68', 'O43432', 'P34897'],
      dtype='object'),)","Index(['P37108', 'Q9Y4H2', 'Q96L91', 'P30260', 'Q9P1Y5', 'P14555', 'Q96ST3',
       'Q15293', 'Q7Z6I8', 'Q52LJ0', 'Q8WUY3', 'Q9NVM6', 'Q9NVZ3', 'Q92667',
       'Q9Y315', 'Q8TE68', 'Q99543', 'P46926', 'O43432', 'Q969Q5'],
      dtype='object')",0.669876239
SVM,"(Index(['P36578', 'Q9BTD8', 'Q8TCS8', 'P35221', 'Q13423', 'O60716', 'Q96D96',
       'O95801', 'P08559', 'P67809', 'Q01995', 'Q14978', 'P27708', 'P62258',
       'O75175', 'Q9H4A6', 'P62913', 'Q96SY0', 'Q16555', 'P15428'],
      dtype='object'),)","Index(['P36578', 'P55036', 'P02786', 'O94826', 'O60716', 'P20810', 'Q99569',
       'P13796', 'Q6PK04', 'Q01995', 'Q13356', 'Q9NR33', 'Q14978', 'Q9NVZ3',
       'P27708', 'Q9H4A6', 'Q96KM6', 'Q15833', 'O60645', 'P61970'],
      dtype='object')",0.585839041
SVM,"(Index(['Q68DK7', 'Q8WWH5', 'Q9UNF1', 'Q01831', 'Q99733', 'Q03252', 'P09327',
       'Q8TDX7', 'Q6P1J9', 'P27482', 'Q9NU22', 'P05164', 'Q9Y2A7', 'P20962',
       'P11586', 'P35232', 'Q9GZU2', 'P31040', 'Q86UP2', 'P30566'],
      dtype='object'),)","Index(['A6NIH7', 'A1X283', 'Q8WWH5', 'P30260', 'P02786', 'P58107', 'Q8IYS1',
       'P98172', 'Q16643', 'P09327', 'Q12955', 'P18206', 'P13995', 'Q6P1J9',
       'P46821', 'P31040', 'Q99543', 'Q9H4A6', 'O75533', 'Q96SB3'],
      dtype='object')",0.545901243
SVM,"(Index(['O76031', 'P05154', 'P26641', 'Q6XQN6', 'Q9UBQ7', 'Q53G44', 'P02766',
       'Q9Y2A7', 'Q9H9Z2', 'O43272', 'Q4KMQ1', 'Q9UID3', 'Q92667', 'P52758',
       'Q92499', 'Q8IYS2', 'P35637', 'Q01664', 'Q9Y240', 'Q68EM7'],
      dtype='object'),)","Index(['Q6SPF0', 'Q68DK7', 'P53618', 'P42858', 'Q9BUH6', 'Q9UBQ7', 'P02766',
       'Q14554', 'Q9Y2A7', 'O43272', 'Q9BUK6', 'Q9C0C2', 'Q92667', 'P09758',
       'Q8TE68', 'Q5JSZ5', 'Q9UHB9', 'O43432', 'Q01664', 'P09417'],
      dtype='object')",0.639320429
SVM,"(Index(['P02786', 'Q9BUP0', 'Q9GZT9', 'Q15063', 'P17858', 'Q9H0R6', 'Q92817',
       'Q8WUB8', 'Q9HCS7', 'Q9NVM6', 'P35606', 'Q9BY42', 'Q9GZS1', 'Q9UKD2',
       'P22102', 'Q9C0H9', 'Q9H0N5', 'Q7Z3J2', 'Q6YN16', 'Q69YQ0'],
      dtype='object'),)","Index(['Q96L91', 'P07954', 'Q14008', 'Q99569', 'O95336', 'Q9Y277', 'P53814',
       'O60701', 'Q08357', 'Q8WUB8', 'O94906', 'O75717', 'O00273', 'Q8TE68',
       'Q9H0N5', 'O60645', 'Q6YN16', 'Q8IVF2', 'P54920', 'Q8NFW8'],
      dtype='object')",0.635498781
XGBoost,"(Index(['Q8WUQ7', 'Q8WVQ1', 'Q6XQN6', 'Q7Z5L9', 'P13995', 'Q9Y2A7', 'Q13356',
       'Q1KMD3', 'Q9BUK6', 'O15020', 'P33176', 'Q9H6R3', 'Q14978', 'Q9UDT6',
       'P50416', 'O75175', 'P46926', 'Q14761', 'Q8TEX9', 'A6NKD9'],
      dtype='object'),)","Index(['O94826', 'Q5VSL9', 'P13995', 'Q9UBQ7', 'P78362', 'Q1ED39', 'Q9Y2A7',
       'Q13356', 'Q9BUK6', 'Q9GZS1', 'P19623', 'O75175', 'P46379', 'Q9UHI6',
       'Q8IYS2', 'P28838', 'Q8IUD2', 'O43795', 'Q96PK6', 'P11388'],
      dtype='object')",0.582028716
SVM,"(Index(['Q15149', 'Q9P1Y5', 'P06753', 'Q53G44', 'Q8TDL5', 'Q9H0R6', 'P67809',
       'P98196', 'P35240', 'Q9UHV9', 'Q08379', 'Q4KMQ1', 'P19623', 'O75175',
       'P52758', 'Q9UHI6', 'Q92499', 'P46926', 'Q9BQ69', 'P10586'],
      dtype='object'),)","Index(['P37108', 'Q9Y490', 'Q9GZT9', 'Q5VSL9', 'Q8N0Z6', 'Q15042', 'Q99575',
       'Q9H0R6', 'O43823', 'P35251', 'P46821', 'O94906', 'Q9NS91', 'Q14978',
       'P31040', 'P05091', 'O75175', 'Q9H4A6', 'Q9BQ69', 'P10586'],
      dtype='object')",0.524066985
SVM,"(Index(['Q8TCS8', 'P52701', 'P30260', 'Q96T51', 'Q16643', 'P14555', 'Q8N1S5',
       'P42858', 'P55060', 'P35251', 'P98196', 'P20962', 'O95425', 'Q52LJ0',
       'O60524', 'P35606', 'Q99543', 'Q96KM6', 'Q9Y230', 'Q9H0N5'],
      dtype='object'),)","Index(['Q68DK7', 'Q9NQP4', 'P30260', 'Q96L58', 'Q9BR61', 'Q8IYS1', 'P31948',
       'O43837', 'P55060', 'Q9UNF0', 'P16383', 'Q52LJ0', 'O75717', 'P78318',
       'P05091', 'A4D1S0', 'Q86UP2', 'Q99543', 'O60231', 'Q14974'],
      dtype='object')",0.622052843
SVM,"(Index(['Q8N4T8', 'Q8WVQ1', 'Q15149', 'Q8NFD5', 'P18206', 'Q7Z7L1', 'O95336',
       'Q8NCN4', 'Q53G44', 'P02766', 'Q86TC9', 'Q01995', 'Q9UHV9', 'Q9C0C2',
       'Q4KMQ1', 'Q9UQ35', 'Q9HC84', 'Q9C0H9', 'Q8WZA9', 'P35637'],
      dtype='object'),)","Index(['P37108', 'Q96L58', 'Q8N4T8', 'Q8WVQ1', 'Q15149', 'O15269', 'Q8N0Z6',
       'Q99733', 'Q9H7E9', 'Q7Z7L1', 'Q01813', 'P98196', 'P53985', 'Q9UQ35',
       'Q9Y315', 'Q9UHI6', 'Q0VDF9', 'P10586', 'Q8TEX9', 'P13591'],
      dtype='object')",0.519163668
SVM,"(Index(['P58107', 'Q9H477', 'Q6P1J9', 'Q9Y277', 'Q96ST3', 'P78362', 'O15382',
       'Q8IVT2', 'Q9H9Z2', 'Q13751', 'Q9UI15', 'A6NCS6', 'P52758', 'P09758',
       'Q9C0H9', 'P30566', 'Q9BZE9', 'Q6YN16', 'Q9H115', 'A7MBM2'],
      dtype='object'),)","Index(['P37108', 'Q9Y4H2', 'O15357', 'Q8IYS1', 'P31350', 'Q6XQN6', 'P17858',
       'Q9BUH6', 'P06753', 'O60701', 'P78362', 'P11586', 'P29966', 'P33176',
       'Q9NS91', 'Q9BY42', 'P62258', 'Q86UP2', 'Q15785', 'Q53EL6'],
      dtype='object')",0.45092338
SVM,"(Index(['P37108', 'Q9Y4H2', 'A6NIH7', 'Q96L91', 'P07954', 'Q9GZT9', 'Q8IYS1',
       'P26641', 'Q16643', 'O43395', 'Q8TDL5', 'Q1KMD3', 'P78318', 'Q9GZU2',
       'Q9UI15', 'Q9NSD9', 'Q99543', 'O60231', 'Q9HC84', 'Q92499'],
      dtype='object'),)","Index(['Q9Y4H2', 'A6NIH7', 'Q8WVQ1', 'P31948', 'Q14498', 'P08559', 'Q9NVC6',
       'Q8NCM8', 'P35251', 'P16383', 'Q9NVM6', 'Q86Y79', 'Q9UI15', 'Q08380',
       'Q8WUM0', 'P19623', 'Q9NSD9', 'Q92499', 'P28838', 'Q8IUD2'],
      dtype='object')",0.497492834
XGBoost,"(Index(['P37108', 'Q9UNF1', 'Q9Y490', 'Q01831', 'Q8N1S5', 'Q9BUH6', 'Q7Z460',
       'Q9UHB6', 'Q7Z4V5', 'Q8WUM0', 'P10636', 'Q9Y4K1', 'Q8N1G4', 'Q9UQ80',
       'Q2TAY7', 'P62913', 'A6NKD9', 'Q12788', 'Q9NRV9', 'Q9Y5V0'],
      dtype='object'),)","Index(['Q6SPF0', 'Q9NX63', 'Q9P1Y5', 'Q99733', 'P18206', 'Q14980', 'Q8TDL5',
       'Q1ED39', 'P80723', 'O95425', 'Q8WUB8', 'Q08379', 'P33176', 'O60524',
       'Q969H8', 'O75175', 'Q9Y4K1', 'O75369', 'Q9Y2W6', 'P15428'],
      dtype='object')",0.540587044
